,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,1.024390243902439,1,1.0,0.35753176043557167,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.6170212765957447,1.0,0.5,1.0,0.5,1.0,1.5005840146837979,0.4973047897736023,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,0.0,1.125,0.0,3.0,1.1666666666666667,1.25,1.0,1.2
1,1.0204081632653061,0,1.0,3.390681003584229,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0655737704918034,1.5,1.0,1.0,1.5,1.0,1.5847953216374269,0.5784719155257558,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1428571428571428,2.0,1.1428571428571428
2,1.027027027027027,1,1.0,0.23233794610342315,1.0,1.0,1.0,1.0,1.0,4,1.0,1.0,0.8152173913043478,1.5,1.0,1.0,1.0,1.0,2.4354066985645932,4.951585976627713,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.1428571428571428,1.0,0.3333333333333333,1.0,1.0,1.0,1.0
3,1.0303030303030303,0,1.0,0.49137931034482757,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,1.75,1.0,1.0,1.0,0.6666666666666666,1.0,2.0312822275696116,0.8216244224707457,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,0.0,1.125,1.0,0.6666666666666666,1.125,1.1428571428571428,1.3333333333333333,1.0
4,1.037037037037037,0,1.0,0.5786802030456852,1.0,1.0,1.0,1.0,1.0,7,1.0,1.0,1.225,0.3333333333333333,1.0,1.3333333333333333,2.0,1.0,1.8650519031141868,0.9426406926406926,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.1666666666666667,1.0,1.0,1.5,1.5,1.5,1.5
5,1.03125,0,1.0,1.3213930348258707,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,0.4810126582278481,1.0,1.0,1.0,1.0,1.0,1.9778357235984354,0.7796695886716116,0.0,1.0,1.0,1.0,1.3333333333333333,0.6666666666666666,1.0,0.0,1.125,1.0,2.0,1.1428571428571428,1.1428571428571428,1.3333333333333333,1.1666666666666667
6,1.0169491525423728,0,1.0,0.8738670694864048,1.0,1.0,1.0,1.0,1.0,10,1.0,1.0,0.5555555555555556,0.75,1.0,1.0,4.0,1.0,2.1235955056179776,1.177940586109996,1.0,1.0,1.0,1.0,0.75,4.0,1.0,1.0,1.0833333333333333,1.0,1.0,2.0,1.0,1.0,1.0
7,1.0333333333333334,0,1.0,0.101620029455081,1.0,1.0,1.0,1.0,1.0,11,1.0,1.0,1.3134328358208955,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,2.1139992573338287,1.9544056992875891,1.0,1.0,1.0,1.0,0.75,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
8,1.0263157894736843,0,1.0,5.361111111111111,1.0,1.0,1.0,1.0,1.0,12,1.0,1.0,1.1363636363636365,2.0,1.0,1.0,0.3333333333333333,1.0,1.5248792777661138,2.893137589621031,0.0,1.0,1.0,1.0952380952380953,0.75,0.5,1.0,0.0,1.1,1.0,1.0,1.1111111111111112,1.1428571428571428,2.0,1.125
9,1.0277777777777777,0,1.0,0.3002309468822171,1.0,0.37037037037037035,1.0,1.0,1.0,13,1.0,1.0,0.35106382978723405,1.0,1.0,1.0,1.0,1.0,1.5728470498376934,1.4147312541473125,1.0,1.0,1.0,1.0769230769230769,1.0,1.0,1.0,1.0,1.0588235294117647,1.0,2.0,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428
10,1.0285714285714285,0,1.0,1.2373300370828182,1.0,0.5,1.0,1.0,1.0,14,1.0,1.0,1.1904761904761905,0.75,1.0,1.0,0.5,1.0,2.236603462489695,1.5663571818678317,0.0,1.0,1.0,1.0769230769230769,1.0,1.3333333333333333,1.0,1.0,1.1666666666666667,1.0,1.0,1.2,1.25,1.0,1.3333333333333333
11,1.0344827586206897,0,1.0,4.169934640522876,1.0,1.2666666666666666,1.0,1.0,1.0,15,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,0.3333333333333333,1.0,1.7154781779155737,0.5723860589812333,0.0,1.0,1.0,1.0833333333333333,1.0,1.0,1.0,0.0,1.1,1.0,1.3333333333333333,1.1111111111111112,1.2,1.0,1.125
12,1.032258064516129,0,1.0,1.3925373134328358,1.0,0.038461538461538464,1.0,1.0,1.0,16,1.0,1.0,1.5161290322580645,1.0,1.0,1.0,1.3333333333333333,2.0,2.0305736860185504,0.47409360580092286,1.0,1.0,1.0,1.0588235294117647,1.3333333333333333,1.0,1.0,1.0,1.2,1.0,1.5,1.2,1.5,1.25,1.3333333333333333
13,1.0294117647058822,0,1.0,0.6010401188707281,1.0,0.10526315789473684,1.0,1.0,1.0,18,1.0,1.0,1.032258064516129,1.0,1.0,1.0,1.0,1.0,2.1273957158962795,1.8150262617035853,0.0,1.0,1.0,1.0909090909090908,1.0,0.6666666666666666,1.0,1.0,1.3333333333333333,1.0,1.0,1.5,1.5,2.0,1.5
